material_id,m3gnet_energy,m3gnet_volume,n_sites,e_form_per_atom_m3gnet,e_form_per_atom_m3gnet_uncorrected,e_form_per_atom_m3gnet_megnet_old,e_form_per_atom_m3gnet_megnet
wbm-1-34036,-9.9439,38.5013,2,0.2306,0.2306,0.2907,0.2907
wbm-1-34037,-57.9524,413.2315,12,-0.6989,-0.4463,0.0722,-0.180467
wbm-1-34038,-27.1203,185.1225,6,-0.3896,-0.1369,-0.1844,-0.437067
wbm-1-34039,-57.9482,413.5936,12,-0.6986,-0.4459,0.0705,-0.18216699999999997
wbm-1-34040,-32.8224,340.5583,8,-0.7187,-0.4345,-0.2662,-0.55045
wbm-1-34041,-36.7039,429.664,10,-0.7341,-0.4309,-0.4217,-0.7249000000000001
wbm-1-34042,-29.9211,423.1275,9,-1.2399,-0.9872,-0.9335,-1.186167
wbm-1-34043,-62.4942,249.5919,12,-0.0063,-0.0063,0.065,0.065
wbm-1-34044,-62.0106,270.8642,12,0.034,0.034,0.0448,0.0448
wbm-1-34045,-18.1842,84.3967,4,0.043,0.043,0.1961,0.1961
wbm-1-34046,-36.5278,170.2369,8,0.0231,0.0231,0.1447,0.1447
wbm-1-34047,-18.1954,84.3036,4,0.0402,0.0402,0.1537,0.1537
wbm-1-34048,-19.6909,74.3212,4,-0.0725,-0.0725,-0.1057,-0.1057
wbm-1-34049,-15.9413,66.1145,3,0.0619,0.0619,0.1763,0.1763
wbm-1-34050,-12.1047,84.7497,4,0.3389,0.3389,0.2403,0.2403
wbm-1-34051,-31.6578,69.1415,4,-0.282,-0.282,-0.2186,-0.2186
wbm-1-34052,-34.8173,66.597,4,0.1226,0.1226,0.1196,0.1196
wbm-1-34053,-26.9104,71.4962,4,-0.4789,-0.4789,-0.4451,-0.4451
wbm-1-34054,-60.272,166.8904,9,-0.3889,-0.3889,-0.2608,-0.2608
wbm-1-34055,-20.382,117.7858,4,-0.5216,-0.3106,-0.1697,-0.3807
wbm-1-34056,-19.7419,95.1725,4,-0.3616,-0.1506,0.1581,-0.0529
wbm-1-34057,-58.1918,97.7103,6,-0.4393,-0.4393,-0.0441,-0.0441
wbm-1-34058,-29.7318,46.412,3,-0.6512,-0.6512,-0.4408,-0.4408
wbm-1-34059,-39.1552,60.9069,4,-0.6347,-0.6347,-0.5046,-0.5046
wbm-1-34060,-78.2781,121.7822,8,-0.6306,-0.6306,-0.5625,-0.5625
wbm-1-34061,-40.2138,65.756,4,-0.5836,-0.5836,-0.4911,-0.4911
wbm-1-34062,-20.0451,32.298,2,-0.5527,-0.5527,-0.4156,-0.4156
wbm-1-34063,-19.806,34.0379,2,-0.4332,-0.4332,-0.2785,-0.2785
wbm-1-34064,-120.2593,194.4642,12,-0.5518,-0.5518,-0.4226,-0.4226
wbm-1-34065,-40.0904,64.9229,4,-0.5528,-0.5528,-0.4189,-0.4189
wbm-1-34066,-80.158,129.4878,8,-0.5499,-0.5499,-0.4184,-0.4184
wbm-1-34067,-40.0881,66.3463,4,-0.5522,-0.5522,-0.4191,-0.4191
wbm-1-34068,-22.7482,117.9013,4,0.5403,0.5403,0.3722,0.3722
wbm-1-34069,-36.5533,74.5172,4,0.2347,0.2347,0.2377,0.2377
wbm-1-34070,-38.2238,69.2238,4,-0.2867,-0.2867,-0.2626,-0.2626
wbm-1-34071,-63.7157,104.1859,6,-0.0218,-0.0218,0.2612,0.2612
wbm-1-34072,-43.1801,66.153,4,-0.1355,-0.1355,-0.0175,-0.0175
wbm-1-34073,-36.7554,73.8875,4,0.1422,0.1422,0.2539,0.2539
wbm-1-34074,-46.1197,63.4216,4,0.1761,0.1761,0.5149,0.5149
wbm-1-34075,-44.5058,71.0806,4,-0.1646,-0.1646,-0.0954,-0.0954
wbm-1-34076,-130.3521,193.1999,12,-0.0106,-0.0106,-0.0495,-0.0495
wbm-1-34077,-43.8455,60.9253,4,-0.0155,-0.0155,-0.0495,-0.0495
wbm-1-34078,-21.8178,32.9032,2,-0.2445,-0.2445,-0.1379,-0.1379
wbm-1-34079,-21.817,32.9214,2,-0.2442,-0.2442,-0.1448,-0.1448
wbm-1-34080,-21.8233,32.8814,2,-0.2473,-0.2473,-0.1212,-0.1212
wbm-1-34081,-43.6467,65.6933,4,-0.2473,-0.2473,-0.1214,-0.1214
wbm-1-34082,-43.6488,65.9631,4,-0.2479,-0.2479,-0.1675,-0.1675
wbm-1-34083,-68.1684,297.5319,12,0.1615,0.1615,0.4448,0.4448
wbm-1-34084,-24.8945,75.6256,4,-0.1358,-0.1358,-0.1412,-0.1412
wbm-1-34085,-24.6407,69.6796,4,-0.357,-0.357,-0.3624,-0.3624
wbm-1-34086,-26.0038,70.393,4,-0.3833,-0.3833,-0.3671,-0.3671
wbm-1-34087,-21.6988,48.7632,3,-0.4126,-0.4126,-0.3805,-0.3805
wbm-1-34088,-21.5329,48.9638,3,-0.3573,-0.3573,-0.2218,-0.2218
wbm-1-34089,-27.3308,62.9245,4,-0.4224,-0.4224,-0.404,-0.404
wbm-1-34090,-54.6899,125.9853,8,-0.426,-0.426,-0.3987,-0.3987
wbm-1-34091,-38.1895,93.3044,6,-0.3648,-0.3648,-0.3478,-0.3478
wbm-1-34092,-19.8066,63.5888,3,-0.1321,-0.1321,-0.1661,-0.1661
wbm-1-34093,-82.7578,222.649,12,-0.4264,-0.4264,-0.228,-0.228
wbm-1-34094,-19.8549,61.8134,3,-0.188,-0.188,-0.2771,-0.2771
wbm-1-34095,-39.7086,69.8042,4,-0.178,-0.178,-0.1224,-0.1224
wbm-1-34096,-31.6948,67.1428,4,-0.2831,-0.2831,-0.2606,-0.2606
wbm-1-34097,-15.8426,33.806,2,-0.2807,-0.2807,-0.2042,-0.2042
wbm-1-34098,-15.8569,33.1114,2,-0.2878,-0.2878,-0.2179,-0.2179
wbm-1-34099,-31.8643,66.9746,4,-0.3255,-0.3255,-0.2926,-0.2926
wbm-1-34100,-15.8452,33.7896,2,-0.282,-0.282,-0.1787,-0.1787
wbm-1-34101,-31.6974,67.199,4,-0.2838,-0.2838,-0.257,-0.257
wbm-1-34102,-31.8472,67.2489,4,-0.3212,-0.3212,-0.2102,-0.2102
wbm-1-34103,-36.5338,74.1821,4,0.2008,0.2008,0.3333,0.3333
wbm-1-34104,-24.2438,49.2908,3,-0.6669,-0.6669,-0.5042,-0.5042
wbm-1-34105,-48.5945,99.3694,6,-0.6847,-0.6847,-0.6143,-0.6143
wbm-1-34106,-30.9039,64.2632,4,-0.6475,-0.6475,-0.6241,-0.6241
wbm-1-34107,-61.8283,128.3126,8,-0.65,-0.65,-0.6108,-0.6108
wbm-1-34108,-30.9007,64.1123,4,-0.6467,-0.6467,-0.6141,-0.6141
wbm-1-34109,-61.827,128.5554,8,-0.6499,-0.6499,-0.6164,-0.6164
wbm-1-34110,-61.794,141.5243,9,-0.3473,-0.3473,-0.3481,-0.3481
wbm-1-34111,-17.4334,33.0163,2,-0.6306,-0.6306,-0.5098,-0.5098
wbm-1-34112,-17.4333,33.0981,2,-0.6306,-0.6306,-0.5088,-0.5088
wbm-1-34113,-17.3252,35.6787,2,-0.5765,-0.5765,-0.282,-0.282
wbm-1-34114,-35.0105,67.7416,4,-0.6665,-0.6665,-0.5445,-0.5445
wbm-1-34115,-141.1058,203.1222,12,-0.0954,-0.0954,-0.023,-0.023
wbm-1-34116,-22.9949,33.0488,2,-0.2245,-0.2245,-0.2167,-0.2167
wbm-1-34117,-45.9898,66.0492,4,-0.2245,-0.2245,-0.2181,-0.2181
wbm-1-34118,-27.0411,65.2922,4,-0.3221,-0.3221,-0.2465,-0.2465
wbm-1-34119,-37.1751,68.1872,4,-0.597,-0.597,-0.5574,-0.5574
wbm-1-34120,-29.219,66.1971,4,-0.4093,-0.4093,-0.3736,-0.3736
wbm-1-34121,-29.0026,69.624,4,-0.115,-0.115,-0.0523,-0.0523
wbm-1-34122,-30.6364,67.6084,4,-0.4194,-0.4194,-0.2955,-0.2955
wbm-1-34123,-30.501,67.2446,4,-0.4154,-0.4154,-0.424,-0.424
wbm-1-34124,-27.8978,68.8165,4,-0.1763,-0.1763,-0.0643,-0.0643
wbm-1-34125,-26.1422,45.4364,3,-0.4374,-0.4374,-0.3181,-0.3181
wbm-1-34126,-51.378,92.8282,6,-0.2864,-0.2864,-0.1856,-0.1856
wbm-1-34127,-26.3391,45.9251,3,-0.5031,-0.5031,-0.4282,-0.4282
wbm-1-34128,-34.221,59.822,4,-0.5067,-0.5067,-0.4688,-0.4688
wbm-1-34129,-68.4602,119.6923,8,-0.509,-0.509,-0.484,-0.484
wbm-1-34130,-68.4589,119.7766,8,-0.5088,-0.5088,-0.4672,-0.4672
wbm-1-34131,-38.7111,74.4734,4,-0.3328,-0.3328,-0.4554,-0.4554
wbm-1-34132,-103.6367,410.916,16,-0.5392,-0.5392,-0.3658,-0.3658
wbm-1-34133,-103.6285,415.0499,16,-0.5387,-0.5387,-0.4024,-0.4024
wbm-1-34134,-18.2454,31.8894,2,-0.3899,-0.3899,-0.3448,-0.3448
wbm-1-34135,-18.1759,32.8509,2,-0.3552,-0.3552,-0.2161,-0.2161
wbm-1-34136,-73.1233,129.2471,8,-0.4076,-0.4076,-0.3673,-0.3673
wbm-1-34137,-72.8761,131.306,8,-0.3767,-0.3767,-0.2391,-0.2391
wbm-1-34138,-36.5086,64.4845,4,-0.3944,-0.3944,-0.3835,-0.3835
wbm-1-34139,-29.8128,63.5428,4,-0.06,-0.06,0.1399,0.1399
wbm-1-34140,-35.7406,72.9548,4,-0.2893,-0.2893,-0.1998,-0.1998
wbm-1-34141,-38.8878,71.6281,4,0.0136,0.0136,0.4475,0.4475
wbm-1-34142,-43.5925,71.5915,4,-0.2166,-0.2166,-0.1764,-0.1764
wbm-1-34143,-40.7861,66.3393,4,-0.5447,-0.5447,-0.4602,-0.4602
wbm-1-34144,-33.468,74.7294,4,0.0295,0.0295,-0.0559,-0.0559
wbm-1-34145,-33.6072,74.0796,4,-0.0472,-0.0472,-0.0416,-0.0416
wbm-1-34146,-33.3974,74.61,4,0.0084,0.0084,0.0162,0.0162
wbm-1-34147,-42.3891,63.5087,4,0.1322,0.1322,0.3142,0.3142
wbm-1-34148,-34.2814,65.3339,4,-0.3756,-0.3756,-0.1116,-0.1116
wbm-1-34149,-33.8994,73.1004,4,-0.1327,-0.1327,-0.1228,-0.1228
wbm-1-34150,-33.9702,65.1104,4,-0.3276,-0.3276,-0.2309,-0.2309
wbm-1-34151,-41.5435,64.4618,4,-0.2589,-0.2589,-0.1762,-0.1762
wbm-1-34152,-34.3929,71.291,4,-0.2771,-0.2771,-0.2386,-0.2386
wbm-1-34153,-37.0735,76.7173,4,-0.2524,-0.2524,-0.2307,-0.2307
wbm-1-34154,-30.6563,66.7304,4,0.0891,0.0891,0.2919,0.2919
wbm-1-34155,-40.9242,69.478,4,-0.2457,-0.2457,-0.114,-0.114
wbm-1-34156,-114.6569,186.7765,12,-0.0047,-0.0047,-0.1103,-0.1103
wbm-1-34157,-29.1764,45.3766,3,-0.1754,-0.1754,-0.154,-0.154
wbm-1-34158,-76.7695,119.4246,8,-0.1151,-0.1151,-0.0929,-0.0929
wbm-1-34159,-22.9496,64.984,3,0.1054,0.1054,0.2291,0.2291
wbm-1-34160,-40.5894,72.7404,4,-0.3248,-0.3248,-0.3997,-0.3997
wbm-1-34161,-19.7525,32.4357,2,-0.1884,-0.1884,-0.1422,-0.1422
wbm-1-34162,-39.5368,64.7273,4,-0.1963,-0.1963,-0.1758,-0.1758
wbm-1-34163,-38.0997,138.6206,6,-0.3582,-0.2302,-0.0568,-0.18480000000000002
wbm-1-34164,-38.4205,136.7154,6,-0.4117,-0.2837,-0.2126,-0.3406
wbm-1-34165,-20.5898,78.6224,4,-0.0009,0.0471,0.0813,0.033299999999999996
wbm-1-34166,-24.5175,61.2548,3,-0.4829,-0.4829,-0.2941,-0.2941
wbm-1-34167,-26.2873,60.2644,3,-0.3405,-0.2765,-0.1938,-0.25780000000000003
wbm-1-34168,-21.8013,63.6596,3,-0.564,-0.5,-0.2927,-0.3567
wbm-1-34169,-29.4309,85.5601,4,-0.3386,-0.2426,-0.165,-0.261
wbm-1-34170,-29.4,92.3538,4,-0.3308,-0.2348,-0.0411,-0.1371
wbm-1-34171,-59.0244,168.1356,8,-0.3589,-0.2629,-0.1035,-0.1995
wbm-1-34172,-14.2662,43.5823,2,-0.1139,-0.0179,0.0733,-0.022699999999999998
wbm-1-34173,-88.8814,254.0427,12,-0.3876,-0.2916,-0.0953,-0.1913
wbm-1-34174,-37.1406,72.9962,4,0.0335,0.0335,0.1051,0.1051
wbm-1-34175,-74.1866,255.8144,12,-0.142,-0.142,0.2895,0.2895
wbm-1-34176,-55.6995,191.5096,9,-0.1487,-0.1487,0.1738,0.1738
wbm-1-34177,-37.1466,127.5722,6,-0.1509,-0.1509,0.1153,0.1153
wbm-1-34178,-45.2977,181.9365,8,-0.1297,-0.1297,0.3361,0.3361
wbm-1-34179,-20.7976,76.6833,4,-0.0347,-0.0347,-0.0183,-0.0183
wbm-1-34180,-35.8633,114.5505,6,-0.1823,-0.1823,-0.0912,-0.0912
wbm-1-34181,-17.5419,65.4505,3,-0.0524,-0.0524,0.0939,0.0939
wbm-1-34182,-72.4963,165.4369,9,-0.4054,-0.4054,-0.2562,-0.2562
wbm-1-34183,-95.4644,221.734,12,-0.3056,-0.3056,-0.1046,-0.1046
wbm-1-34184,-28.2928,72.2733,4,-0.51,-0.51,-0.4232,-0.4232
wbm-1-34185,-21.6777,62.3629,3,-0.4986,-0.4986,-0.5052,-0.5052
wbm-1-34186,-37.6296,134.1782,6,-0.2556,-0.1916,-0.1523,-0.2163
wbm-1-34187,-75.817,277.548,12,-0.3021,-0.2381,-0.1454,-0.2094
wbm-1-34188,-36.2305,137.3873,6,-0.4277,-0.287,-0.1504,-0.29106699999999996
wbm-1-34189,-57.8476,162.4094,8,-0.1755,-0.1755,-0.1138,-0.1138
wbm-1-34190,-37.2922,70.6101,4,-0.0504,-0.0504,0.0872,0.0872
wbm-1-34191,-41.4028,68.9147,4,-0.3788,-0.3788,-0.2472,-0.2472
wbm-1-34192,-47.4101,68.256,4,-0.2872,-0.2872,-0.2296,-0.2296
wbm-1-34193,-45.7377,65.4081,4,-0.331,-0.331,-0.1894,-0.1894
wbm-1-34194,-36.5087,70.6994,4,-0.602,-0.602,-0.4006,-0.4006
wbm-1-34195,-48.147,66.0144,4,-0.3247,-0.3247,-0.3096,-0.3096
wbm-1-34196,-37.6523,71.5758,4,-0.1154,-0.1154,-0.0706,-0.0706
wbm-1-34197,-37.0649,74.5028,4,-0.0773,-0.0773,-0.031,-0.031
wbm-1-34198,-35.6282,72.4802,4,-0.0497,-0.0497,-0.063,-0.063
wbm-1-34199,-35.8179,71.7505,4,-0.1069,-0.1069,-0.1032,-0.1032
wbm-1-34200,-44.7899,73.8158,4,0.0272,0.0272,0.0135,0.0135
wbm-1-34201,-35.7083,71.9129,4,-0.0758,-0.0758,-0.0873,-0.0873
wbm-1-34202,-33.6326,66.2369,4,-0.0146,-0.0146,0.0354,0.0354
wbm-1-34203,-34.5971,76.9353,4,0.2904,0.2904,0.2055,0.2055
wbm-1-34204,-34.7785,76.28,4,0.203,0.203,0.2218,0.2218
wbm-1-34205,-34.6139,76.9742,4,0.2474,0.2474,0.305,0.305
wbm-1-34206,-44.9994,62.9296,4,0.0227,0.0227,0.3398,0.3398
wbm-1-34207,-43.8148,61.6263,4,-0.1369,-0.1369,-0.0642,-0.0642
wbm-1-34208,-35.6895,66.3302,4,-0.2325,-0.1845,-0.0952,-0.1432
wbm-1-34209,-35.0728,75.0305,4,0.1171,0.1171,0.0835,0.0835
wbm-1-34210,-35.7231,65.6346,4,-0.2227,-0.2227,-0.1647,-0.1647
wbm-1-34211,-35.563,73.3036,4,-0.0265,-0.0265,-0.0346,-0.0346
wbm-1-34212,-38.442,77.9808,4,-0.0514,-0.0514,-0.0699,-0.0699
wbm-1-34213,-35.857,70.9021,4,-0.1397,-0.1397,-0.1364,-0.1364
wbm-1-34214,-42.9761,71.2069,4,-0.2155,-0.2155,-0.1398,-0.1398
wbm-1-34215,-44.9052,63.1567,4,-0.2812,-0.2812,-0.1554,-0.1554
wbm-1-34216,-31.6607,70.1994,4,0.1754,0.1754,0.1269,0.1269
wbm-1-34217,-41.7069,60.9241,4,-0.131,-0.131,0.0702,0.0702
wbm-1-34218,-21.1163,32.7716,2,-0.3272,-0.3272,-0.2709,-0.2709
wbm-1-34219,-42.2326,65.5982,4,-0.3272,-0.3272,-0.2698,-0.2698
wbm-1-34220,-20.3107,116.0695,4,-0.601,-0.39,-0.3599,-0.5709
wbm-1-34221,-18.9643,100.5212,4,-0.2645,-0.0535,0.341,0.13000000000000003
wbm-1-34222,-70.9694,514.0568,12,-0.7328,-0.4515,-0.3994,-0.680733
wbm-1-34223,-17.7429,155.0178,3,-0.733,-0.4517,-0.38,-0.661333
wbm-1-34224,-42.0066,225.3249,8,-0.6845,-0.368,-0.2506,-0.5670999999999999
wbm-1-34225,-19.258,103.5055,4,-0.2482,0.0683,0.285,-0.03150000000000003
wbm-1-34226,-52.3482,430.0348,12,-0.6738,-0.3293,-0.3187,-0.6632
wbm-1-34227,-32.469,278.8377,8,-0.5493,-0.3383,-0.1973,-0.4083
wbm-1-34228,-54.817,408.1846,12,-0.6168,-0.2651,-0.2568,-0.608467
wbm-1-34229,-27.8106,95.3391,4,-0.5414,-0.3303,-0.24,-0.45099999999999996
wbm-1-34230,-55.8068,178.1049,8,-0.5646,-0.3535,-0.3534,-0.5644
wbm-1-34231,-71.738,106.061,6,0.0495,0.0495,0.304,0.304
wbm-1-34232,-49.2043,66.7341,4,-0.0572,-0.0572,-0.0007,-0.0007
wbm-1-34233,-48.6614,64.0622,4,-0.1782,-0.1782,-0.1508,-0.1508
wbm-1-34239,-33.9065,68.8643,4,0.0473,0.0473,0.0101,0.0101
wbm-1-34240,-57.8512,353.4426,12,-0.5509,-0.5509,-0.5496,-0.5496
wbm-1-34241,-25.2663,94.98,4,-0.3072,-0.3072,-0.3404,-0.3404
wbm-1-34242,-28.5199,91.67,4,-0.4214,-0.4214,-0.5173,-0.5173
wbm-1-34243,-72.1673,339.8444,12,-0.8116,-0.8116,-0.8086,-0.8086
wbm-1-34244,-18.1055,151.876,4,0.08,0.08,0.0392,0.0392
wbm-1-34245,-19.3621,125.0122,4,-0.3363,-0.3363,-0.3454,-0.3454
wbm-1-34246,-13.938,91.8969,4,-0.5796,-0.5796,-0.5879,-0.5879
wbm-1-34247,-13.5878,70.3715,3,-0.7573,-0.7573,-0.8324,-0.8324
wbm-1-34248,-13.7862,85.6645,3,-0.6772,-0.6772,-0.6498,-0.6498
wbm-1-34249,-38.4961,212.0434,8,-0.791,-0.791,-0.8141,-0.8141
wbm-1-34250,-18.0955,126.2239,4,-0.4143,-0.4143,-0.3888,-0.3888
wbm-1-34251,-53.9091,144.2669,6,0.1075,0.1075,0.0803,0.0803
wbm-1-34252,-34.9102,79.5151,4,-0.627,-0.627,-0.6908,-0.6908
wbm-1-34253,-37.6261,76.0756,4,-0.1115,-0.1115,-0.1679,-0.1679
wbm-1-34254,-9.2315,104.5989,4,-0.3734,-0.3734,-0.3392,-0.3392
wbm-1-34255,-14.4575,204.2727,8,-0.3874,-0.3874,-0.3893,-0.3893
wbm-1-34256,-99.9647,220.4467,12,-0.5096,-0.5096,-0.481,-0.481
wbm-1-34257,-14.6953,44.938,2,-0.5444,-0.5444,-0.5434,-0.5434
wbm-1-34258,-55.1831,114.5969,6,-0.1229,-0.1229,-0.1089,-0.1089
wbm-1-34259,-27.096,181.3488,6,-0.4516,-0.4516,-0.4628,-0.4628
wbm-1-34260,-17.7233,80.8077,3,-0.9981,-0.9981,-1.0066,-1.0066
wbm-1-34261,-12.9872,47.4032,2,-1.0741,-1.0741,-1.0269,-1.0269
wbm-1-34262,-52.4121,195.3954,8,-1.132,-1.132,-1.147,-1.147
wbm-1-34263,-118.7501,251.188,12,-0.0101,-0.0101,0.0957,0.0957
wbm-1-34264,-38.8639,73.7633,4,0.0542,0.0542,0.1392,0.1392
wbm-1-34269,-18.843,76.6419,4,-0.0822,-0.0822,-0.0,0.0
wbm-1-34270,-16.9123,58.4354,4,0.1886,0.1886,0.3297,0.3297
wbm-1-34271,-13.6183,59.5612,4,0.2695,0.2695,0.3618,0.3618
wbm-1-34272,-19.9377,72.402,4,-0.1522,-0.1522,-0.0731,-0.0731
wbm-1-34273,-20.0688,55.1601,4,0.0987,0.0987,0.3581,0.3581
wbm-1-34274,-31.3762,145.4642,7,-0.135,-0.135,-0.0813,-0.0813
wbm-1-34275,-25.9565,103.3276,5,-0.6318,-0.6318,-0.6108,-0.6108
wbm-1-34276,-51.4628,190.3264,10,-0.5868,-0.5868,-0.5693,-0.5693
wbm-1-34277,-25.6861,107.6742,5,-0.5777,-0.5777,-0.64,-0.64
wbm-1-34278,-23.7687,117.9585,5,-0.399,-0.399,-0.3579,-0.3579
wbm-1-34279,-58.8761,159.8637,10,-0.7906,-0.7906,-0.793,-0.793
wbm-1-34280,-29.4187,80.807,5,-0.7867,-0.7867,-0.7768,-0.7768
wbm-1-34281,-58.7755,159.4537,10,-0.7883,-0.7883,-0.7395,-0.7395
wbm-1-34282,-29.372,80.2221,5,-0.7852,-0.7852,-0.761,-0.761
wbm-1-34283,-69.519,171.7392,10,-0.7178,-0.7178,-0.7024,-0.7024
wbm-1-34284,-58.7632,158.808,10,-0.7842,-0.7842,-0.7863,-0.7863
wbm-1-34285,-29.383,80.0716,5,-0.7844,-0.7844,-0.774,-0.774
wbm-1-34286,-29.0866,77.9395,5,-0.7374,-0.7374,-0.7499,-0.7499
wbm-1-34287,-71.4238,161.7969,10,-0.3771,-0.3771,-0.4827,-0.4827
wbm-1-34288,-36.0149,82.1759,5,-0.4378,-0.4378,-0.4829,-0.4829
wbm-1-34289,-59.3076,169.7198,10,-0.7989,-0.7989,-0.8104,-0.8104
wbm-1-34290,-73.3515,168.7485,10,-0.3059,-0.3059,-0.4735,-0.4735
wbm-1-34291,-37.1404,78.666,5,-0.3988,-0.3988,-0.554,-0.554
wbm-1-34292,-59.2604,165.2692,10,-0.8066,-0.8066,-0.8104,-0.8104
wbm-1-34293,-51.6331,178.2979,10,-0.6497,-0.6497,-0.6451,-0.6451
wbm-1-34294,-25.6853,100.2551,5,-0.6235,-0.6235,-0.6532,-0.6532
wbm-1-34295,-59.068,161.8108,10,-0.8042,-0.8042,-0.784,-0.784
wbm-1-34296,-29.5308,81.5762,5,-0.8036,-0.8036,-0.7822,-0.7822
wbm-1-34297,-64.8682,169.2231,10,-0.8284,-0.8284,-0.7827,-0.7827
wbm-1-34298,-32.3862,85.2378,5,-0.8188,-0.8188,-0.7835,-0.7835
wbm-1-34299,-58.3889,156.2114,10,-0.768,-0.768,-0.7511,-0.7511
wbm-1-34300,-29.1631,78.7588,5,-0.7618,-0.7618,-0.7756,-0.7756
wbm-1-34301,-69.605,160.1677,10,-0.5265,-0.5265,-0.4971,-0.4971
wbm-1-34302,-34.984,79.8936,5,-0.5628,-0.5628,-0.5057,-0.5057
wbm-1-34303,-52.495,157.9101,10,-0.7659,-0.7659,-0.7552,-0.7552
wbm-1-34304,-26.2124,79.6453,5,-0.7589,-0.7589,-0.7323,-0.7323
wbm-1-34305,-62.6898,160.0474,10,-0.8,-0.8,-0.8041,-0.8041
wbm-1-34306,-31.3618,80.8305,5,-0.8034,-0.8034,-0.7797,-0.7797
wbm-1-34307,-32.7869,74.591,5,-0.6722,-0.6722,-0.5622,-0.5622
wbm-1-34308,-36.0563,155.6101,7,-0.563,-0.563,-0.4965,-0.4965
wbm-1-34309,-36.0401,155.2278,7,-0.5606,-0.5606,-0.4891,-0.4891
wbm-1-34310,-85.521,251.3357,16,-0.2878,-0.2878,-0.2648,-0.2648
wbm-1-34311,-47.3832,194.6405,10,-0.4059,-0.2371,-0.2465,-0.4153
wbm-1-34312,-20.3119,65.0797,4,-0.3428,-0.2373,-0.217,-0.3225
wbm-1-34313,-33.8796,75.8287,6,-0.2402,-0.2402,-0.2292,-0.2292
wbm-1-34314,-50.7852,113.2323,9,-0.2364,-0.2364,-0.2264,-0.2264
wbm-1-34315,-16.9731,40.8571,3,-0.2513,-0.2513,-0.3176,-0.3176
wbm-1-34316,-67.8289,151.8612,12,-0.246,-0.246,-0.2438,-0.2438
wbm-1-34317,-55.3923,115.9343,8,-0.7323,-0.7323,-0.6355,-0.6355
wbm-1-34318,-27.1269,57.0222,4,-0.59,-0.59,-0.5009,-0.5009
wbm-1-34319,-14.429,59.769,4,0.1772,0.1772,0.2355,0.2355
wbm-1-34320,-29.4307,161.4254,7,0.0362,0.0362,0.0435,0.0435
wbm-1-34321,-16.44,62.5038,4,0.1892,0.1892,0.2951,0.2951
wbm-1-34322,-57.6407,159.4277,12,0.1413,0.1413,0.1715,0.1715
wbm-1-34323,-45.3869,243.7704,10,-0.2868,-0.2868,-0.2692,-0.2692
wbm-1-34324,-22.4578,137.1983,5,-0.2397,-0.2397,-0.1853,-0.1853
wbm-1-34325,-43.3267,235.6099,10,-0.1518,-0.1518,-0.205,-0.205
wbm-1-34326,-13.3336,66.6804,3,0.0486,0.0486,0.0589,0.0589
wbm-1-34327,-52.8921,247.2461,12,0.0854,0.0854,0.1741,0.1741
wbm-1-34328,-26.1465,116.1689,6,0.1353,0.1353,0.3142,0.3142
wbm-1-34329,-26.5112,123.9302,6,0.0745,0.0745,0.2291,0.2291
wbm-1-34330,-20.8387,88.9677,4,-0.3168,-0.3168,-0.1037,-0.1037
wbm-1-34331,-30.3081,96.8143,6,0.0987,0.0987,0.0998,0.0998
wbm-1-34332,-14.8223,52.4933,3,0.2093,0.2093,0.1091,0.1091
wbm-1-34333,-29.7965,94.5443,6,0.184,0.184,0.1851,0.1851
wbm-1-34334,-42.8132,383.0866,12,-0.9404,-0.6734,-0.6343,-0.9013
wbm-1-34335,-42.7098,346.8865,12,-0.9176,-0.6506,-0.611,-0.878
wbm-1-34336,-17.0627,81.1453,4,-0.1146,-0.1146,-0.0517,-0.0517
wbm-1-34337,-52.3699,205.864,10,-0.3671,-0.3671,-0.3653,-0.3653
wbm-1-34338,-25.9904,102.6355,5,-0.3282,-0.3282,-0.2863,-0.2863
wbm-1-34339,-23.8286,61.22,4,-0.3471,-0.3471,-0.2465,-0.2465
wbm-1-34340,-15.2904,61.4232,4,-0.0139,-0.0139,0.0216,0.0216
wbm-1-34341,-48.6253,226.5143,10,-0.3915,-0.3915,-0.384,-0.384
wbm-1-34342,-24.161,112.5725,5,-0.3612,-0.3612,-0.3429,-0.3429
wbm-1-34343,-18.2588,74.9509,4,-0.2099,-0.2099,-0.1473,-0.1473
wbm-1-34344,-16.8249,61.3776,4,-0.1012,-0.0532,0.0497,0.0017000000000000001
wbm-1-34345,-16.8394,62.3096,4,-0.0867,-0.0867,-0.0286,-0.0286
wbm-1-34346,-13.9275,65.5113,4,0.2295,0.2295,0.2488,0.2488
wbm-1-34347,-50.0113,165.1997,12,-0.0066,-0.0066,-0.0183,-0.0183
wbm-1-34348,-29.0568,106.5522,5,-0.3836,-0.3836,-0.3683,-0.3683
wbm-1-34349,-55.7543,206.2057,10,-0.4176,-0.4176,-0.3786,-0.3786
wbm-1-34350,-29.9623,91.8107,6,-0.1948,-0.1948,-0.2136,-0.2136
wbm-1-34351,-20.8245,47.9633,4,-0.1265,-0.1265,-0.0599,-0.0599
wbm-1-34352,-18.4086,52.7714,4,0.1312,0.1312,0.1545,0.1545
wbm-1-34353,-37.2309,103.9523,8,0.0795,0.0795,0.0714,0.0714
wbm-1-34354,-18.6072,57.0096,4,0.2356,0.2356,0.1476,0.1476
