material_id,chgnet_energy_IS2RE,e_form_per_atom_chgnet_uncorrected,e_form_per_atom_chgnet,e_form_per_atom_mp2020_corrected,e_form_per_atom_chgnet_megnet
wbm-1-50407,-29.933,-1.0048,-1.3252,-0.995,-1.1128
wbm-1-50408,-14.6743,-0.9464,-1.2668,-0.94,-0.994
wbm-1-50409,-29.6133,-0.9558,-1.2762,-0.971,-1.0448
wbm-1-50410,-14.6975,-0.934,-1.2544,-0.918,-1.0265
wbm-1-50411,-22.0151,-0.4901,-0.8906,-0.012,-0.5954
wbm-1-50412,-58.1482,-0.9053,-1.3452,-0.941,-1.0496
wbm-1-50413,-41.4735,-1.1514,-1.4884,-1.162,-1.1819
wbm-1-50414,-41.4674,-1.1508,-1.4878,-1.162,-1.1794
wbm-1-50415,-26.3745,-1.1617,-1.5177,-1.156,-1.2086
wbm-1-50416,-26.3652,-1.1607,-1.5167,-1.156,-1.1979
wbm-1-50417,-28.2084,-1.0823,-1.4561,-1.082,-1.1079
wbm-1-50418,-65.4007,-1.8122,-2.1978,-1.687,-1.8059
wbm-1-50419,-65.3941,-1.8116,-2.1972,-1.706,-1.8055
wbm-1-50420,-60.8412,-1.3584,-1.744,-1.383,-1.3395
wbm-1-50421,-27.8981,-1.0342,-1.408,-1.042,-1.0786
wbm-1-50422,-65.7497,-1.3256,-1.7111,-1.317,-1.3173
wbm-1-50423,-61.452,-1.8377,-2.2232,-1.751,-1.8159
wbm-1-50424,-61.449,-1.8374,-2.2229,-1.776,-1.8153
wbm-1-50425,-32.0889,-0.3547,-0.5621,-0.367,-0.3354
wbm-1-50426,-16.1304,-0.3719,-0.5793,-0.36,-0.3857
wbm-1-50427,-16.0957,-0.3649,-0.5723,-0.356,-0.3547
wbm-1-50428,-16.0914,-0.3641,-0.5715,-0.35,-0.3309
wbm-1-50429,-15.8651,-0.3188,-0.5262,-0.305,-0.2857
wbm-1-50430,-32.2134,-0.3671,-0.5745,-0.357,-0.3623
wbm-1-50431,-16.0991,-0.3656,-0.573,-0.356,-0.3523
wbm-1-50432,-32.8343,-0.1644,-0.3718,-0.129,-0.3127
wbm-1-50433,-12.163,-0.8332,-1.1789,-0.883,-0.9346
wbm-1-50434,-46.4872,-1.0323,-1.3779,-1.024,-1.0419
wbm-1-50435,-8.7535,-0.501,-0.6268,-0.499,-0.3341
wbm-1-50436,-13.1557,-0.3776,-0.5033,-0.184,-0.1966
wbm-1-50437,-21.5693,-2.3213,-2.5728,-2.31,-2.2244
wbm-1-50438,-9.6456,-0.246,-0.3718,-0.232,-0.2769
wbm-1-50439,-15.3906,-0.1975,-0.3233,-0.147,-0.2226
wbm-1-50440,-5.8013,-0.0336,-0.1594,0.132,0.0941
wbm-1-50441,-13.61,-0.8728,-1.1243,-0.882,-0.8944
wbm-1-50442,-19.3058,-0.688,-0.9395,-0.75,-0.7293
wbm-1-50443,-19.3092,-0.6885,-0.94,-0.75,-0.7262
wbm-1-50444,-34.0189,-0.8722,-1.1237,-0.883,-0.8889
wbm-1-50445,-40.8288,-0.8728,-1.1242,-0.882,-0.8935
wbm-1-50446,-20.4121,-0.8724,-1.1239,-0.883,-0.8904
wbm-1-50447,-27.2175,-0.8725,-1.124,-0.882,-0.8923
wbm-1-50448,-40.8286,-0.8727,-1.1242,-0.882,-0.8935
wbm-1-50449,-27.2177,-0.8726,-1.1241,-0.882,-0.8924
wbm-1-50450,-27.221,-0.873,-1.1245,-0.882,-0.8938
wbm-1-50451,-13.5942,-0.8689,-1.1204,-0.883,-0.8696
wbm-1-50452,-37.6208,-0.9359,-1.1036,-1.13,-1.1247
wbm-1-50453,-35.2524,-0.6373,-0.9258,-0.663,-0.8758
wbm-1-50454,-37.9111,-0.8321,-1.1783,-0.847,-1.1378
wbm-1-50455,-38.1338,-0.7484,-1.0946,-0.678,-0.9438
wbm-1-50456,-38.8101,-0.8816,-1.2277,-0.863,-1.109
wbm-1-50457,-40.7624,-0.7579,-1.1041,-0.671,-0.9717
wbm-1-50458,-40.5662,-0.8443,-1.1905,-0.828,-1.0828
wbm-1-50459,-43.4778,-0.8471,-1.1933,-0.794,-0.9689
wbm-1-50460,-24.311,-0.6184,-1.0789,-0.184,-1.2742
wbm-1-50461,-58.6264,-1.1562,-1.6494,-1.21,-1.6354
wbm-1-50462,-29.2584,-1.36,-1.7694,-1.42,-1.9004
wbm-1-50463,-31.0122,-1.247,-1.6154,-1.191,-1.6698
wbm-1-50464,-30.8343,-1.1862,-1.5546,-1.106,-1.5928
wbm-1-50465,-29.3017,-1.3171,-1.7264,-1.371,-1.8454
wbm-1-50466,-30.8776,-1.2165,-1.5849,-1.147,-1.627
wbm-1-50467,-29.2587,-1.3411,-1.7505,-1.394,-1.8835
wbm-1-50468,-28.3954,-0.9381,-1.3474,-0.945,-1.4469
wbm-1-50469,-30.7167,-1.185,-1.6148,-1.264,-1.7047
wbm-1-50470,-30.5394,-1.1243,-1.5541,-1.196,-1.6209
wbm-1-50471,-66.2284,-1.7135,-2.15,-1.734,-2.0317
wbm-1-50472,-30.6566,-1.162,-1.5918,-1.229,-1.6275
wbm-1-50473,-71.5927,-1.7221,-2.1586,-1.687,-2.019
wbm-1-50474,-32.9963,-0.4031,-0.6265,-0.426,-0.5277
wbm-1-50475,-16.5965,-0.4228,-0.6462,-0.416,-0.5763
wbm-1-50476,-16.564,-0.4163,-0.6397,-0.412,-0.5587
wbm-1-50477,-16.5781,-0.4191,-0.6425,-0.408,-0.5541
wbm-1-50478,-16.3454,-0.3725,-0.5959,-0.347,-0.5024
wbm-1-50479,-33.1211,-0.4156,-0.639,-0.42,-0.5608
wbm-1-50480,-33.0481,-0.4083,-0.6317,-0.414,-0.5414
wbm-1-50481,-16.5641,-0.4163,-0.6397,-0.412,-0.5591
wbm-1-50482,-51.2909,-0.7262,-1.0986,-0.721,-0.9729
wbm-1-50483,-25.6615,-0.9853,-1.3576,-1.008,-1.2381
wbm-1-50484,-38.6665,-1.2318,-1.6041,-1.087,-1.4537
wbm-1-50485,-34.0084,-0.8498,-1.2221,-0.808,-0.9454
wbm-1-50486,-51.2826,-1.2692,-1.6416,-1.26,-1.4338
wbm-1-50487,-44.4362,-2.092,-2.4643,-2.017,-2.3521
wbm-1-50488,-36.758,-2.486,-2.8584,-2.587,-2.7997
wbm-1-50489,-37.0519,-1.1264,-1.4987,-1.108,-1.3109
wbm-1-50490,-81.7003,-1.1982,-1.5705,-1.249,-1.4395
wbm-1-50491,-41.743,-1.5951,-1.9674,-1.528,-1.6916
wbm-1-50492,-31.753,-0.8424,-1.2148,-0.921,-1.1241
wbm-1-50493,-51.0237,-0.8807,-1.253,-0.908,-1.169
wbm-1-50494,-39.0752,-2.4067,-2.7791,-2.381,-2.6148
wbm-1-50495,-38.6912,-1.4256,-1.7979,-1.406,-1.6307
wbm-1-50496,-27.2444,-0.4131,-0.7201,-0.463,-1.0829
wbm-1-50497,-41.5007,-2.0726,-2.4449,-2.052,-2.2813
wbm-1-50498,-24.0828,-0.4002,-0.574,-0.259,-0.4147
wbm-1-50499,-52.1017,-0.1474,-0.2731,-0.146,-0.1227
wbm-1-50500,-65.9695,-0.083,-0.1836,-0.091,0.0004
wbm-1-50501,-32.7316,-0.4104,-0.578,-0.346,-0.4023
wbm-1-50502,-68.4,-0.5754,-0.8071,-0.572,-0.5943
wbm-1-50503,-68.4196,-0.5771,-0.8087,-0.579,-0.5401
wbm-1-50504,-68.4746,-0.5816,-0.8133,-0.564,-0.5567
wbm-1-50505,-25.1426,-0.6633,-0.9148,-0.669,-0.6776
wbm-1-50506,-24.535,-0.5114,-0.7629,-0.353,-0.499
wbm-1-50507,-62.6319,-0.6408,-0.8923,-0.548,-0.5493
wbm-1-50508,-75.2146,-0.6455,-0.897,-0.568,-0.5263
wbm-1-50509,-37.587,-0.6422,-0.8937,-0.55,-0.5421
wbm-1-50510,-50.1294,-0.6438,-0.8953,-0.556,-0.5337
wbm-1-50511,-75.2145,-0.6455,-0.897,-0.569,-0.5265
wbm-1-50512,-25.0448,-0.6388,-0.8903,-0.542,-0.5578
wbm-1-50513,-50.1299,-0.6439,-0.8954,-0.555,-0.5349
wbm-1-50514,-12.5422,-0.6487,-0.9002,-0.569,-0.5053
wbm-1-50515,-12.5422,-0.6487,-0.9002,-0.569,-0.5111
wbm-1-50516,-11.8439,-0.2996,-0.5511,-0.287,-0.4329
wbm-1-50517,-80.2934,-0.5416,-0.7093,-0.46,-0.3926
wbm-1-50518,-77.614,-0.495,-0.7267,-0.419,-0.3881
wbm-1-50519,-30.39,-0.7028,-0.9543,-0.713,-0.7907
wbm-1-50520,-29.9239,-0.5863,-0.8378,-0.574,-0.5244
wbm-1-50521,-14.8682,-0.5394,-0.7909,-0.555,-0.617
wbm-1-50522,-14.954,-0.5823,-0.8338,-0.576,-0.5809
wbm-1-50523,-15.1541,-0.6823,-0.9338,-0.675,-0.7164
wbm-1-50524,-60.3844,-0.6533,-0.9048,-0.684,-0.6958
wbm-1-50525,-35.424,-0.9763,-1.1439,-1.127,-1.1641
wbm-1-50526,-17.1687,-0.8857,-1.0534,-1.06,-1.0632
wbm-1-50527,-24.2713,-0.518,-0.7695,-0.759,-0.6759
wbm-1-50528,-42.8923,-1.0585,-1.31,-1.173,-1.1642
wbm-1-50529,-28.2004,-1.0091,-1.2606,-1.15,-1.0863
wbm-1-50530,-36.1743,-0.4001,-0.6103,-0.401,-0.4125
wbm-1-50531,-26.2051,-0.2559,-0.4236,-0.303,-0.244
wbm-1-50532,-26.2304,-0.2601,-0.4278,-0.303,-0.2347
wbm-1-50533,-52.4535,-0.2595,-0.4272,-0.24,-0.2395
wbm-1-50534,-39.3386,-0.2594,-0.427,-0.252,-0.2522
wbm-1-50535,-25.4537,-0.1307,-0.2984,-0.054,0.0276
wbm-1-50536,-25.2469,-0.0962,-0.2639,-0.255,-0.1499
wbm-1-50537,-26.1948,-0.2542,-0.4219,-0.303,-0.2402
wbm-1-50538,-26.1519,-0.2471,-0.4147,-0.298,-0.2546
wbm-1-50539,-52.6284,-0.2741,-0.4418,-0.294,-0.2711
wbm-1-50540,-26.2917,-0.2703,-0.438,-0.303,-0.2519
wbm-1-50541,-25.8961,-0.2044,-0.3721,-0.177,-0.1787
wbm-1-50542,-26.2853,-0.2693,-0.437,-0.253,-0.2919
wbm-1-50543,-39.2203,-0.3079,-0.5153,-0.307,-0.2507
wbm-1-50544,-38.7439,-0.2828,-0.4592,-0.293,-0.2904
wbm-1-50545,-19.011,-0.2106,-0.387,-0.198,-0.2593
wbm-1-50546,-18.9045,-0.1893,-0.3657,-0.198,-0.2318
wbm-1-50547,-18.8426,-0.1769,-0.3533,-0.173,-0.2285
wbm-1-50548,-18.5853,-0.1255,-0.3019,-0.084,-0.0395
wbm-1-50549,-37.7512,-0.1835,-0.3599,-0.174,-0.2118
wbm-1-50550,-18.8951,-0.1874,-0.3638,-0.241,-0.2046
wbm-1-50551,-33.9167,-0.1311,-0.2568,-0.03,-0.1608
wbm-1-50552,-41.3367,-0.027,-0.1276,0.048,-0.0844
wbm-1-50553,-54.013,-0.2028,-0.3705,-0.206,-0.2493
wbm-1-50554,-54.2106,-0.2193,-0.387,-0.22,-0.2803
wbm-1-50555,-27.0203,-0.2051,-0.3728,-0.235,-0.2813
wbm-1-50556,-49.3556,-0.2765,-0.4441,-0.241,-0.1775
wbm-1-50557,-24.6739,-0.2758,-0.4435,-0.241,-0.1814
wbm-1-50558,-38.084,-0.7285,-1.0427,-0.729,-0.7144
wbm-1-50559,-47.8225,-0.9415,-1.1092,-0.937,-0.8858
wbm-1-50560,-47.7165,-0.9043,-1.072,-0.917,-0.8697
wbm-1-50561,-23.6715,-0.8732,-1.0409,-0.906,-0.8045
wbm-1-50562,-53.0287,-0.2975,-0.5292,-0.295,-0.3476
wbm-1-50563,-26.5375,-0.3014,-0.5331,-0.33,-0.385
wbm-1-50564,-53.5035,-0.3371,-0.5688,-0.368,-0.4082
wbm-1-50565,-17.7967,-0.3314,-0.5829,-0.294,-0.2079
wbm-1-50566,-17.8527,-0.3454,-0.5969,-0.381,-0.3008
wbm-1-50567,-26.5686,-0.3103,-0.5618,-0.293,-0.272
wbm-1-50568,-17.7776,-0.3266,-0.5781,-0.294,-0.1936
wbm-1-50569,-34.4498,-1.2916,-1.4593,-1.346,-1.5006
wbm-1-50570,-34.2636,-1.2867,-1.4543,-1.348,-1.419
wbm-1-50571,-59.4991,-0.0508,-0.1765,-0.197,-0.149
wbm-1-50572,-75.7809,0.0252,-0.0754,-0.082,-0.1016
wbm-1-50573,-76.0343,-0.581,-0.7487,-0.42,-0.5944
wbm-1-50574,-76.1622,-0.5917,-0.7593,-0.424,-0.6264
wbm-1-50575,-38.0393,-0.5847,-0.7524,-0.538,-0.5726
wbm-1-50576,-69.6991,-0.3095,-0.4771,-0.366,-0.4386
wbm-1-50577,-72.8829,-0.4951,-0.7268,-0.407,-0.5082
wbm-1-50578,-73.1679,-0.5189,-0.7505,-0.397,-0.5307
wbm-1-50579,-36.5564,-0.5143,-0.7459,-0.488,-0.5341
wbm-1-50580,-26.176,-0.2408,-0.4923,-0.245,-0.2348
wbm-1-50581,-80.3902,-0.396,-0.6475,-0.513,-0.3364
wbm-1-50582,-53.4648,-0.3799,-0.6314,-0.497,-0.4131
wbm-1-50583,-26.134,-0.2303,-0.4818,-0.35,-0.3377
wbm-1-50584,-80.3902,-0.396,-0.6475,-0.512,-0.3358
wbm-1-50585,-26.7292,-0.3791,-0.6306,-0.47,-0.4341
wbm-1-50586,-53.4649,-0.3799,-0.6314,-0.503,-0.4132
wbm-1-50587,-13.3158,-0.3547,-0.6062,-0.36,-0.3656
wbm-1-50588,-52.2013,-0.222,-0.4735,-0.339,-0.3771
wbm-1-50589,-13.3682,-0.3809,-0.6324,-0.526,-0.4337
wbm-1-50590,-13.3681,-0.3808,-0.6323,-0.526,-0.4327
wbm-1-50591,-13.1518,-0.2727,-0.5242,-0.318,-0.4576
wbm-1-50592,-13.1518,-0.2727,-0.5242,-0.32,-0.4606
wbm-1-50593,-22.5687,-0.4715,-0.6392,-0.713,-0.5386
wbm-1-50594,-43.2978,-0.8929,-1.1823,-0.884,-0.8382
wbm-1-50595,-27.6613,-0.1525,-0.2782,-0.277,-0.1373
wbm-1-50596,-23.3981,-0.1562,-0.228,-0.115,-0.0577
wbm-1-50597,-26.8431,-0.5447,-0.7124,-0.549,-0.5154
wbm-1-50598,-13.4657,-0.0036,-0.3404,0.019,-0.0435
wbm-1-50599,-52.9562,-0.8308,-1.0823,-0.876,-0.881
wbm-1-50600,-34.3353,-0.7097,-0.9612,-0.722,-0.7003
wbm-1-50601,-34.4109,-0.7191,-0.9706,-0.838,-0.7714
wbm-1-50602,-17.7011,-0.843,-1.0945,-0.901,-0.8967
wbm-1-50603,-35.4024,-0.843,-1.0946,-0.901,-0.8975
wbm-1-50604,-35.1297,-0.809,-1.0605,-0.838,-0.9276
wbm-1-50605,-35.0954,0.1144,-0.0113,-0.075,0.0213
wbm-1-50606,-38.4455,-1.5101,-1.6778,-1.523,-1.5696
wbm-1-50607,-35.9712,-1.5398,-1.7075,-1.503,-1.6094
wbm-1-50608,-35.83,-1.5293,-1.697,-1.491,-1.5884
wbm-1-50609,-35.8623,-1.5298,-1.6974,-1.498,-1.6024
wbm-1-50610,-35.3097,-1.4581,-1.6258,-1.46,-1.4604
wbm-1-50611,-42.6334,-0.8187,-0.9863,-0.668,-0.6608
wbm-1-50612,-67.5085,-0.6823,-0.8499,-0.75,-0.7636
wbm-1-50613,-53.1811,-1.1878,-1.3554,-1.292,-1.1532
wbm-1-50614,-45.6114,-0.7295,-0.8972,-0.539,-0.579
wbm-1-50615,-36.0506,-1.5438,-1.7115,-1.507,-1.6199
wbm-1-50616,-41.7727,-1.571,-1.7387,-1.567,-1.5659
wbm-1-50617,-35.4649,-1.4991,-1.6668,-1.483,-1.4952
wbm-1-50618,-9.7245,-0.4826,-0.7341,-0.463,-0.4751
wbm-1-50619,-9.5793,-0.41,-0.6615,-0.446,-0.3799
wbm-1-50620,-9.5793,-0.41,-0.6615,-0.446,-0.3799
wbm-1-50621,-19.3793,-0.4651,-0.7166,-0.463,-0.3951
wbm-1-50622,-38.911,-0.4842,-0.7357,-0.474,-0.4043
wbm-1-50623,-39.6475,-1.5326,-1.7003,-1.505,-1.6288
wbm-1-50624,-110.6638,-1.205,-1.3727,-1.022,-1.2
wbm-1-50625,-35.1405,-1.7383,-1.9898,-1.544,-1.6865
wbm-1-50626,-17.5639,-1.7352,-1.9866,-1.755,-1.7416
wbm-1-50627,-35.2011,-1.7535,-2.005,-1.648,-1.6633
wbm-1-50628,-17.5861,-1.7462,-1.9977,-1.364,-1.6854
wbm-1-50629,-7.3792,-0.0682,-0.1939,-0.004,0.0083
wbm-1-50630,-10.4178,-0.0403,-0.1661,0.017,-0.0689
wbm-1-50631,-34.2352,-1.2721,-1.4398,-1.347,-1.3668
wbm-1-50632,-31.2539,-0.2652,-0.4753,-0.262,-0.2809
wbm-1-50633,-26.9393,-1.9766,-2.2288,-2.035,-2.0695
wbm-1-50634,-14.5726,-0.034,-0.2866,-0.004,0.0021
wbm-1-50635,-17.8148,-0.0497,-0.334,0.166,0.0459
wbm-1-50636,-22.9825,-0.879,-1.1317,-0.863,-0.991
wbm-1-50637,-59.704,-0.8478,-1.1347,-0.825,-0.8605
wbm-1-50638,-32.1951,-0.1231,-0.2995,-0.178,-0.0969
wbm-1-50639,-15.8694,-0.0775,-0.2539,0.035,-0.1828
wbm-1-50640,-16.0898,-0.1215,-0.2979,-0.106,-0.2325
wbm-1-50641,-15.5962,-0.0228,-0.1992,0.073,0.0047
wbm-1-50642,-32.6642,-0.17,-0.3464,-0.163,-0.2375
wbm-1-50643,-16.0368,-0.1109,-0.2873,-0.037,-0.2007
wbm-1-50644,-39.5958,-0.3215,-0.6155,-0.267,-0.2061
wbm-1-50645,-30.5552,-0.4593,-0.6798,-0.487,-0.5249
wbm-1-50646,-11.4373,-0.629,-0.923,-0.69,-0.7238
wbm-1-50647,-26.1972,-0.1768,-0.3025,-0.131,-0.266
wbm-1-50648,-21.5761,-0.1328,-0.2046,-0.096,-0.1276
wbm-1-50649,-7.8149,-0.0798,-0.2056,0.024,0.1241
wbm-1-50650,-43.5277,-0.8233,-1.1173,-0.819,-0.7795
wbm-1-50651,-12.9493,0.0564,-0.2804,-0.01,-0.0481
wbm-1-50652,-16.5622,-0.6965,-0.948,-0.735,-0.7572
wbm-1-50653,-33.213,-0.7076,-0.9591,-0.667,-0.6712
wbm-1-50654,-16.6683,-0.723,-0.9745,-0.763,-0.7766
wbm-1-50655,-16.5726,-0.6991,-0.9506,-0.681,-0.7029
wbm-1-50656,-16.6551,-0.7197,-0.9712,-0.595,-0.7828
wbm-1-50657,-16.4383,-0.6655,-0.917,-0.595,-0.5791
wbm-1-50658,-33.2287,-0.7095,-0.961,-0.763,-0.6188
wbm-1-50659,-8.2336,-0.6727,-0.9242,-0.642,-0.652
wbm-1-50660,-16.5817,-0.7014,-0.9529,-0.639,-0.5472
wbm-1-50661,-33.3595,-0.7259,-0.9774,-0.636,-0.84
wbm-1-50662,-16.5446,-0.6921,-0.9436,-0.578,-0.5876
wbm-1-50663,-32.9775,-0.6781,-0.9296,-0.639,-0.568
wbm-1-50664,-60.4543,0.1061,-0.0196,0.216,-0.022
wbm-1-50665,-77.7913,0.1189,0.0183,0.136,0.2864
wbm-1-50666,-72.0594,-0.3833,-0.551,-0.417,-0.423
wbm-1-50667,-72.1173,-0.3882,-0.5558,-0.397,-0.3759
wbm-1-50668,-27.841,-0.4729,-0.7244,-0.246,-0.4465
wbm-1-50669,-24.4085,-0.2209,-0.6619,-0.373,-0.356
wbm-1-50670,-23.8402,-0.1498,-0.5908,-0.369,-0.4474
wbm-1-50671,-26.3985,-1.1355,-1.4915,-1.128,-1.2003
wbm-1-50672,-27.8473,-1.0032,-1.377,-1.005,-1.0564
wbm-1-50673,-38.2371,-1.0674,-1.235,-1.193,-1.2477
wbm-1-50674,-14.2888,-0.4986,-0.5704,-0.456,-0.5143
wbm-1-50675,-20.9293,-0.7951,-0.9628,-0.779,-0.8179
wbm-1-50676,-21.1864,-0.8379,-1.0056,-0.837,-0.8507
wbm-1-50677,-21.975,-0.8223,-0.9899,-0.792,-0.8281
wbm-1-50678,-18.595,-1.0518,-1.2194,-1.176,-1.2552
wbm-1-50679,-37.032,-1.0386,-1.2063,-1.187,-1.2023
wbm-1-50680,-24.0349,-0.8905,-1.0582,-0.863,-0.8664
wbm-1-50681,-23.9782,-0.881,-1.0487,-0.916,-0.8975
wbm-1-50682,-53.3986,-0.7742,-0.9419,-0.757,-0.7966
wbm-1-50683,-26.7291,-0.7792,-0.9469,-0.745,-0.8498
wbm-1-50684,-26.1837,-0.8884,-1.0561,-0.779,-0.9985
wbm-1-50685,-27.7743,-0.8565,-1.0241,-0.797,-0.9059
wbm-1-50686,-18.7193,-1.0441,-1.2118,-1.156,-1.2278
wbm-1-50687,-28.9102,-0.6147,-0.7823,-0.499,-0.8744
wbm-1-50688,-11.7179,-0.0461,-0.3829,-0.005,-0.0733
wbm-1-50689,-25.4984,-0.5639,-0.8154,-1.091,-0.6255
wbm-1-50690,-12.8961,-0.6006,-0.8521,-1.095,-0.6491
wbm-1-50691,-30.2195,-1.154,-1.4055,-1.171,-1.2146
wbm-1-50692,-15.137,-1.1608,-1.4124,-1.167,-1.1923
wbm-1-50693,-21.0222,-0.5194,-0.6452,-0.569,-0.4702
wbm-1-50694,-34.481,-1.354,-1.5217,-1.338,-1.4358
wbm-1-50695,-46.5673,-0.2744,-0.4421,-0.25,-0.2363
wbm-1-50696,-78.6182,-0.5657,-0.7333,-0.531,-0.6213
wbm-1-50697,-78.0738,-0.5203,-0.688,-0.438,-0.4824
wbm-1-50698,-78.4041,-0.5478,-0.7155,-0.445,-0.59
wbm-1-50699,-39.2149,-0.55,-0.7176,-0.562,-0.5264
wbm-1-50700,-75.2343,-0.4604,-0.6921,-0.545,-0.5236
wbm-1-50701,-74.5587,-0.4041,-0.6358,-0.359,-0.3742
wbm-1-50702,-75.0763,-0.4472,-0.6789,-0.456,-0.3996
wbm-1-50703,-37.5085,-0.4423,-0.674,-0.479,-0.457
wbm-1-50704,-29.573,-0.744,-0.9955,-0.747,-0.7878
wbm-1-50705,-74.1882,-0.7696,-1.0211,-0.768,-0.8312
wbm-1-50706,-89.0122,-0.7685,-1.02,-0.776,-0.823
wbm-1-50707,-44.5107,-0.7692,-1.0207,-0.472,-0.8275
wbm-1-50708,-59.344,-0.7688,-1.0203,-0.737,-0.8275
wbm-1-50709,-89.0117,-0.7684,-1.0199,-0.552,-0.8229
wbm-1-50710,-59.3443,-0.7688,-1.0203,-0.737,-0.8282
wbm-1-50711,-14.6016,-0.6516,-0.9031,-0.599,-0.6671
wbm-1-50712,-29.4648,-0.717,-0.9685,-0.715,-0.5681
wbm-1-50713,-14.8339,-0.7677,-1.0192,-0.518,-0.8226
wbm-1-50714,-14.6807,-0.6911,-0.9426,-0.734,-0.8454
wbm-1-50715,-58.9296,-0.717,-0.9685,-0.684,-0.5684
wbm-1-50716,-48.2121,-0.336,-0.4618,-0.372,-0.4081
wbm-1-50717,-75.8265,-0.8169,-1.1109,-0.898,-0.8272
wbm-1-50718,-41.0529,-0.8004,-1.1087,-0.801,-0.7863
wbm-1-50719,-107.7088,-0.8627,-1.0304,-0.812,-0.7753
wbm-1-50720,-53.9554,-0.8796,-1.0472,-0.699,-0.7221
wbm-1-50721,-54.5324,-0.8567,-1.1436,-0.911,-0.8761
wbm-1-50722,-71.1079,-0.2784,-0.4042,-0.252,-0.0514
wbm-1-50723,-33.7242,-1.3122,-1.5637,-0.981,-1.2621
wbm-1-50724,-16.134,-0.9482,-1.1997,-0.677,-0.9
wbm-1-50725,-66.5964,-1.2057,-1.4572,-1.159,-1.1063
wbm-1-50726,-21.5217,-0.424,-0.5978,-0.354,-0.4385
wbm-1-50727,-32.0063,-0.1022,-0.2699,-0.122,-0.146
wbm-1-50728,-30.2425,0.1918,0.0241,0.137,0.5865
wbm-1-50729,-67.4284,-0.3868,-0.5545,-0.333,-0.4116
wbm-1-50730,-45.0204,-0.2584,-0.3841,-0.269,-0.2415
wbm-1-50731,-56.7076,-0.2194,-0.32,-0.226,-0.1713
wbm-1-50732,-54.7051,-0.3091,-0.4767,-0.265,-0.2362
wbm-1-50733,-27.2888,-0.2984,-0.4661,-0.273,-0.3348
wbm-1-50734,-63.9958,-0.4744,-0.6421,-0.481,-0.5173
wbm-1-50735,-64.0968,-0.4829,-0.6505,-0.482,-0.51
wbm-1-50736,-31.9583,-0.4678,-0.6355,-0.485,-0.5115
wbm-1-50737,-63.2273,-0.4104,-0.5781,-0.36,-0.3961
wbm-1-50738,-60.2358,-0.4175,-0.5851,-0.406,-0.3409
wbm-1-50739,-65.3372,-0.4126,-0.5803,-0.34,-0.4215
wbm-1-50740,-26.4857,-0.782,-0.9496,-0.733,-0.8195
wbm-1-50741,-62.6249,-0.5369,-0.7686,-0.518,-0.5738
wbm-1-50742,-62.7928,-0.5509,-0.7826,-0.515,-0.5463
wbm-1-50743,-31.3416,-0.5418,-0.7734,-0.529,-0.6017
wbm-1-50744,-22.2136,-0.5952,-0.8467,-0.542,-0.5148
wbm-1-50745,-22.2983,-0.6163,-0.8678,-0.579,-0.6213
wbm-1-50746,-55.8327,-0.625,-0.8765,-0.567,-0.7015
wbm-1-50747,-67.036,-0.6281,-0.8796,-0.581,-0.6825
wbm-1-50748,-44.6786,-0.6266,-0.8781,-0.575,-0.689
wbm-1-50749,-22.3344,-0.6254,-0.8769,-0.594,-0.5537
wbm-1-50750,-67.0358,-0.6281,-0.8796,-0.584,-0.6826
wbm-1-50751,-44.6782,-0.6265,-0.878,-0.578,-0.688
wbm-1-50752,-66.1032,-0.5504,-0.8019,-0.446,-0.4755
wbm-1-50753,-11.1793,-0.6314,-0.8829,-0.588,-0.6707
wbm-1-50754,-10.7378,-0.4107,-0.6622,-0.452,-0.5246
wbm-1-50755,-66.1145,-0.5513,-0.8028,-0.477,-0.4709
wbm-1-50756,-27.316,-0.1291,-0.201,-0.054,-0.072
wbm-1-50757,-36.5037,-0.6385,-0.89,-0.553,-0.462
wbm-1-50758,-18.2036,-0.6264,-0.8779,-0.783,-0.7794
wbm-1-50759,-18.1171,-0.6048,-0.8563,-0.726,-0.7745
wbm-1-50760,-37.2104,-0.7268,-0.9783,-0.784,-0.7522
wbm-1-50761,-30.0093,-0.1695,-0.3372,-0.023,-0.3126
wbm-1-50762,-19.7659,-0.0225,-0.1482,-0.005,-0.0047
wbm-1-50763,-33.2045,-0.3208,-0.3927,-0.354,-0.3353
wbm-1-50764,-34.4021,-0.2862,-0.3581,-0.294,-0.2769
wbm-1-50765,-58.3428,-0.4598,-0.6275,-0.508,-0.4713
wbm-1-50766,-28.4844,-0.4695,-0.7847,-0.456,-0.466
wbm-1-50767,-49.7288,-0.5306,-0.8246,-0.485,-0.4399
wbm-1-50768,-61.2267,-0.6205,-0.8521,-0.628,-0.639
wbm-1-50769,-61.2035,-0.6185,-0.8502,-0.598,-0.6166
wbm-1-50770,-21.2088,-0.644,-0.8956,-0.602,-0.5629
wbm-1-50771,-31.1493,-0.5334,-0.7849,-0.466,-0.5173
wbm-1-50772,-20.7486,-0.529,-0.7805,-0.414,-0.4361
wbm-1-50773,-32.2217,0.0558,-0.1119,0.301,-0.2916
wbm-1-50774,-45.5191,-0.1026,-0.2284,-0.069,-0.1329
wbm-1-50775,-58.0609,-0.1221,-0.2227,0.047,-0.1726
wbm-1-50776,-62.1476,-0.4799,-0.6475,-0.464,-0.4561
wbm-1-50777,-33.3232,-0.4502,-0.7017,-0.313,-0.4792
